Артикул;Наименование;Группа;Статистика;Кол-во;Цена;Питер-5;Е;%
1400577;Абсорбер зад. бампера, а/м Астра Н сед.;General Motors;;1;160,63;1216,95;1071,63;567,15 
13412606;Амортизатор;General Motors;;1;2 280,78;3743,95;3316,16;45,40 
436387;Амортизатор задний левый, а/м Корса 1.2;General Motors;;1;815,50;;;
96494605;Амортизатор задний маслянный, а/м Авео Т200;General Motors;;2;439,49;1385,1;1219,7;177,53 
436325;Амортизатор задний, а/м Астра Н 1.6;General Motors;;6;522,70;;;
344857;Амортизатор перед Астра J;General Motors;;1;937,04;;;
344762;Амортизатор передний;General Motors;;1;927,94;;;
13412719;Амортизатор передний;General Motors;;1;1 085,30;4916,25;4378,17;303,41 
96586887;Амортизатор передний левый, а/м Авео Т200;General Motors;;2;658,55;2918,4;2584,94;292,52 
344077;Амортизатор передний левый, а/м Астра G;General Motors;;1;782,85;;;
344676;Амортизатор передний левый, а/м Зафира 2.0;General Motors;;1;747,36;;;
344654;Амортизатор передний левый, а/м Корса 1.2;General Motors;;1;825,43;10772,05;9699,3;1075,06 
344964;Амортизатор передний прав Астра J /2;General Motors;;1;1 042,79;;;
96980825;Амортизатор передний правый, а/м Авео 1.4л;General Motors;;2;673,66;3248,05;2876,92;327,06 
96586888;Амортизатор передний правый, а/м Авео Т200;General Motors;;2;690,79;6426,75;5739,19;730,82 
344076;Амортизатор передний правый, а/м Астра G;General Motors;;1;782,85;;;
13337807;Амортизатор передний, а/м Круз;General Motors;;1;905,14;9684,3;8719,88;863,37 
13337808;Амортизатор передний, а/м Круз;General Motors;;1;905,14;9684,3;8719,88;863,37 
25871206;Амортизатор передний, а/м Тахо;General Motors;;1;1 344,20;11175,8;10062,84;648,61 
176549;Бампер задний Insignia;General Motors;;1;1 691,03;;;
95460678;Бампер задний Авео Т300 хэтч б/з датчиков;General Motors;;1;1 513,61;6251,95;5583,09;268,86 
1404522;Бампер задний Астра Н;General Motors;;1;2 100,40;;;
1404556;Бампер задний АстраJ;General Motors;;1;3 108,81;3068,5;2717,89;-12,57 
52022595;Бампер задний Кобальт;General Motors;;1;1 160,58;7777,65;6964,22;500,06 
94824506;Бампер задний Круз седан под парктроники с 2009;General Motors;;2;1 312,37;;;
95479273;Бампер задний Круз седан с парктрониками до 2012;General Motors;;3;2 264,53;8294,45;7448,32;228,91 
96545559;Бампер задний Лачетти седан;General Motors;45;1;2 672,58;3479,85;3082,24;15,33 
96838453;Бампер задний Лачетти универсал;General Motors;;1;3 071,41;13537,5;12189,35;296,87 
96960447;Бампер задний Лачетти х/б;General Motors;;1;2 111,19;5704,75;5094,43;141,31 
96487906;Бампер задний Эпика;General Motors;;1;2 161,03;13086,25;11783,04;445,25 
1404230;Бампер задний, а/м Astra J;General Motors;;1;3 022,22;;;
1400479;Бампер перед;General Motors;;1;3 640,88;;;
1401102;Бампер передний Insignia;General Motors;;1;3 251,71;17434,4;15698,18;382,77 
1401124;Бампер передний Insignia;General Motors;;1;3 854,13;14696,5;13232,93;243,34 
1400368;Бампер передний Астра Н;General Motors;;1;2 300,95;;;
1400303;Бампер передний Астра Н;General Motors;;1;2 713,12;6099,95;5447,35;100,78 
95022993;Бампер передний Круз;General Motors;80;2;2 019,15;3599,55;3188,26;57,90 
95135073;Бампер передний Круз до ресталинга;General Motors;;2;2 592,66;5099,6;4541,45;75,17 
96547252;Бампер передний Лачетти сед./унив. 2005-2007г.;General Motors;;1;2 217,94;2841,45;2516,78;13,47 
1401111;Бампер передний Мокка;General Motors;;1;1 487,46;;;
95460370;Бампер передний Орландо;General Motors;;1;1 987,93;10238,15;9218,57;363,73 
95492653;Бампер передний Орландо;General Motors;;1;896,39;4146,75;3672,94;309,75 
95215562;Бачок радиатора расширительный;General Motors;;1;230,53;5173,7;4607,44;1898,59 
013013040603A;Бачок расширительный, а/м Корса B 1.2-1.4;General Motors;;1;79,10;;;
1450217;Бачок стеклоомывателя;General Motors;;1;302,10;;;
6450506;Бачок стеклоомывателя,;General Motors;;1;348,06;3571,05;3163,02;808,77 
11588743;Болт;General Motors;;1;23,65;20,9;18,3;-22,63 
423056;Болт М 12;General Motors;;2;33,67;;;
607960;Болт М10;General Motors;;2;4,75;168,15;147,24;2998,73 
11610596;Болт М12;General Motors;;1;37,33;311,6;272,85;630,85 
404803;Болт М12;General Motors;;4;36,04;221,35;193,82;437,81 
13231667;Болт М12;General Motors;;2;37,86;175,75;153,89;306,51 
684307;Болт М12;General Motors;;1;30,92;78,85;69,04;123,28 
94500987;Болт М12;General Motors;77;4;15,74;31,35;27,45;74,35 
1008504;Болт М12 крепления колеса к ступице;General Motors;;1;20,92;119,7;104,81;400,91 
436922;Болт М14;General Motors;;1;62,38;;;
2000395;Болт М14;General Motors;;1;47,25;;;
2005281;Болт М14;General Motors;;1;76,87;529,15;463,35;502,74 
2005282;Болт М14;General Motors;;1;93,82;641,25;561,51;498,52 
94580295;Болт М4;General Motors;;5;12,68;17,1;14,97;18,08 
94501534;Болт М6;General Motors;;10;7,27;10,45;9,15;25,82 
94501174;Болты крепления подрамника;General Motors;;6;24,55;53,2;46,58;89,72 
13386320;Вал приводной колеса, а/м Orlando;General Motors;;1;3 968,74;6831,45;6116,98;54,13 
96453393;Вал приводной колеса, а/м Эпика;General Motors;;1;2 771,87;14170,2;12759,04;360,30 
212141006010000;Вал распределительный;General Motors;;1;193,87;1674,85;1474,85;660,74 
96467001;Вал распределительный впускной;General Motors;;1;1 468,83;3757,25;3327,94;126,57 
1845152;Вентильтор отопителя салона 90 /2;General Motors;;1;1 933,48;;;
6341171;Вентилятор охлаждения 1.6/1.8L w/o AC Астра Н,Зафира В;General Motors;;1;2 669,09;16360,9;14731,58;451,93 
13335181;Вентилятор радиатора 100Вт;General Motors;;1;1 979,30;4316,8;3823,56;93,18 
1732193;Верхний внешний багажник Астра J сед 2012-2014;General Motors;;1;1 178,78;;;
96180883;Вилка КПП;General Motors;;1;231,51;3080,85;2728,83;1078,72 
96337048;Вилка КПП, а/м Епика;General Motors;;1;498,55;185,25;162,21;-67,46 
94501688;Винт;General Motors;;10;2,00;19;16,63;732,31 
2005018;Винт М6;General Motors;;1;11,28;;;
13379755;Винт М6;General Motors;;1;11,82;56,05;49,08;315,07 
13281351;Винт М6;General Motors;;5;57,11;250,8;219,61;284,54 
11101291;Винт М6;General Motors;;1;13,66;37,05;32,44;137,47 
4803295;Винт-саморез d=6мм;General Motors;;10;7,05;118,75;103,98;1375,10 
1404758;Вставка заднего бампера;General Motors;;1;638,01;;;
1404261;Вставка заднего бампера Инсигния;General Motors;;1;780,03;4499,2;4006,76;413,67 
BGTLDL06;Вставка на двери( проектор с логотипом);General Motors;;1;510,80;;;
94745781;Вставка напольной консоли;General Motors;;1;289,59;57;49,91;-82,76 
108476;Вставка-ограничитель ветрового стекла Astra J;General Motors;;8;7,22;7,6;6,65;-7,96 
212141007206300;Втулка;General Motors;23;4;6,70;70,3;61,55;819,34 
212141007077300;Втулка гидроопоры;General Motors;;8;15,25;33,25;29,11;90,91 
96845649;Втулка дренажного отверстия кузова, а/м Круз, Спарк, Орландо;General Motors;;8;2,39;53,2;46,58;1850,84 
96535159;Втулка заднего амортизатора, а/м Авео;General Motors;;2;39,76;151,05;132,26;232,65 
111808212778000;Втулка крепления накладки;General Motors;;5;0,77;;;
0350130;Втулка стабилизатора переднего;General Motors;;2;90,09;228;199,64;121,60 
94733258;Втулка стабилизатора подвески;General Motors;46;4;63,15;;;
350117;Втулка стабилизатора подвески, а/м Астра Н унив.;General Motors;;10;32,88;277,4;242,9;638,72 
MN101395;Втулки стаб здн;General Motors;;1;29,59;;;
2962765;втулки стабилизатора задние;General Motors;;2;83,15;;;
20921403;втулки стабилизатора переднего;General Motors;117;2;83,15;129,2;113,13;36,05 
20786700;Выключатель аварийной сигнализации;General Motors;;1;155,61;741;648,86;316,97 
1612681;Выключатель аудиосистемы/2;General Motors;;1;1 080,02;6657,6;5945,34;450,48 
212133710180010;Выключатель блокировки дифференциала;General Motors;;1;10,83;55,1;48,24;345,57 
4817811;Выключатель блокировки переключения передач;General Motors;;1;191,73;;;
1716900;Выключатель двери концевой;General Motors;;1;245,66;2236,3;1969,26;701,63 
759304;Выключатель концевой;General Motors;;1;142,33;2802,5;2482,28;1643,97 
1241540;Выключатель регулировки;General Motors;;1;472,47;;;
212303710410020;Выключатель света заднего хода;General Motors;;1;16,23;82,65;72,37;345,80 
1240369;Выключатель света фар комбинированный, а/м Корса D;General Motors;;1;285,65;4412,75;3908,54;1268,28 
X1020000;Гайка колеса (к-т.), а/м Авео/Епика;General Motors;;5;221,73;591,85;518,25;133,73 
EC13312024;Гайка колеса (к-т.), а/м Круз;General Motors;;2;300,95;2079,55;1831,23;508,49 
2001341;Гайка м8;General Motors;;5;175,81;;;
21021808;Гайка М8 шестигранная;General Motors;;12;25,75;3,8;3,32;-87,11 
1405184;Гаситель удара задн., Астра;General Motors;;1;1 300,30;;;
212363701010000;Генератор;General Motors;;1;2 162,34;;;
1204621;Генератор 100А 2;General Motors;;1;5 754,97;;;
13580078;Генератор 80А, а/м Круз, Каптива, Орландо;General Motors;;1;4 648,38;28563,65;25719,11;453,29 
852502;Глушитель Корса D;General Motors;;1;1 109,45;;;
212141003011300;Головка цилиндров в сборе;General Motors;;1;1 084,86;8126,3;7297,32;572,65 
1238399;Датчик ABS передний, а/м Корса D;General Motors;;1;335,84;;;
4820577;Датчик АБС(количества оборотов);General Motors;;1;817,28;;;
1252555;Датчик давления масла ALL;General Motors;;3;56,62;273,6;239,57;323,15 
211203855020020;Датчик детонации;General Motors;;2;49,16;158,65;138,92;182,59 
1934750755563348;"Датчик кислородный Aveo T300 1,6; Cruze 1,4T; Mokka 1,4T; Astra J 1,4T; Corsa D 1,2; Corsa D 1,4; Me";General Motors;;1;552,59;;;
4803502;Датчик кислородный Каптива2010;General Motors;;1;755,30;5415,95;4823,18;538,58 
210831130010200;Датчик массового расхода воздуха HFMSCL;General Motors;;2;444,08;1674,85;1474,85;232,11 
6235697;Датчик оборотов распредвала, а/м Астра Н;General Motors;;2;718,37;3499,8;3099,91;331,52 
1238113;Датчик оборотов тарнсмиссии ввод Астра Н, Зафира В;General Motors;;1;960,69;;;
6238679;Датчик подушки безопасности;General Motors;;1;839,09;1129,55;989,09;17,88 
1235273;Датчик подушки безопасности (замена6235657);General Motors;;2;637,61;5449,2;4852,79;661,09 
1235274;Датчик подушки безопасности Зафира В;General Motors;;1;599,65;1895,25;1668,94;178,32 
96945708;Датчик подушки безопасности, а/м Епика;General Motors;;1;2 707,17;5405,5;4813,87;77,82 
96417796;Датчик подушки безопасности, а/м Реззо;General Motors;;1;2 274,51;3906,4;3460,05;52,12 
211201148200000;Датчик положения дроссельной заслонки;General Motors;;12;57,40;212,8;186,33;224,59 
55571977;Датчик положения коленвала;General Motors;;1;279,14;2820,55;2498,27;794,98 
211203847010000;Датчик положения коленвала;General Motors;;1;78,73;259,35;227,1;188,46 
25889337;Датчик положения педали тормоза;General Motors;;1;156,47;1106,75;969,13;519,39 
24253028;Датчик скорости АКПП;General Motors;;1;570,19;1156,15;1018,09;78,55 
6238266;Датчик температуры охл. жидкости;General Motors;;5;135,14;1471,55;1295,83;858,89 
000017504578000;Датчик удара 2-зоновый PI-90D;General Motors;;8;49,17;273,6;239,57;387,23 
95951605;Дверь задняя левая Спарк М300;General Motors;;1;1 830,35;38471,2;34640,01;1792,54 
96476669;Дверь задняя откидная Авео х/б (под спойлер);General Motors;;1;2 388,44;17535,1;15788,85;561,05 
96476670;Дверь задняя откидная Авео хэтч.;General Motors;;1;2 252,09;16500,55;14857,32;559,71 
126127;Дверь задняя откидная Астра Н;General Motors;;1;3 794,64;;;
95416990;Дверь задняя правая Каптива;General Motors;;1;5 930,37;60029,55;54051,45;811,43 
95987755;Дверь задняя правая Орландо;General Motors;;1;3 365,65;15913,45;14328,69;325,73 
96487679;Дверь передняя левая Епика;General Motors;;1;2 930,76;17016,4;15321,8;422,79 
124087;Дверь передняя левая Корса D;General Motors;;2;3 178,27;;;
95987753;Дверь передняя правая Орландо;General Motors;;1;3 365,65;11805,65;10629,97;215,84 
96964422;Двигатель стеклоподъемника двери, а/м Круз;General Motors;;1;608,84;562,4;492,46;-19,11 
345037;Демпфер амортизатора;General Motors;;1;221,60;;;
126977;Демпфер задней откидной двери Зафира В;General Motors;;3;27,31;175,75;153,89;463,49 
95484915;Диск колесный R15 Spark M300;General Motors;;1;4 057,42;20147,6;18141,18;347,11 
212331601130000;Диск сцепления ведомый;General Motors;;1;550,64;1928,5;1698,22;208,41 
96879395;Диск сцепления ведомый, а/м Каптива, Круз, Лачетти, Эпика;General Motors;;2;1 614,90;2292,35;2030,42;25,73 
212331601085000;Диск сцепления нажимной;General Motors;;1;399,40;1804,05;1588,63;297,76 
664056;Диск сцепления, а/м Астра Н(Z12XEP,Z14XEP);General Motors;;2;1 067,00;;;
664056;Диск сцепления, а/м Астра Н(Z12XEP,Z14XEP);General Motors;;1;1 067,00;;;
20955857;Диск тормозной Antara\Captiva;General Motors;;2;1 496,76;5206;4636,2;209,75 
1934759813502134;"Диск тормозной задний, j67 Cruze; Tracker; Astra J; Mokka";General Motors;;2;235,77;;;
4351226190;Диск тормозной перед;General Motors;;2;1 596,36;;;
1934761396549782;Диск тормозной передний (Lacetti);General Motors;;2;241,94;;;
96455424;Диск тормозной передний, а/м Спарк/Матиз;General Motors;;2;287,36;1064;931,69;224,22 
569109;Диски тормозные задние, а/м Астра Н/Зафира В;General Motors;;2;890,83;11978,55;10785,65;1110,74 
1515000;Диски+колодки тормозные, а/м Астра G;General Motors;;1;1 106,92;;;
1405064;Заглушка панели бампера;General Motors;;1;0,24;1300,55;1145,25;481946,14 
95961846;Заглушка панели бампера переднего, а/м Спарк;General Motors;;4;18,29;1137,15;1001,36;5373,79 
00017504369550;Задняя защита Нива FL;General Motors;;1;370,97;;;
184143;Задняя стенка нар., астра;General Motors;;1;953,21;2633,4;2332,5;144,70 
95228739;Зажим;General Motors;;1;73,93;37,05;32,44;-56,12 
176491;Замок;General Motors;;2;714,26;;;
212306305013110;Замок двери задка;General Motors;;1;210,63;724,85;634,71;201,33 
212306305013100;Замок двери задка в сборе;General Motors;;2;135,46;;;
133734;Замок двери передней левой ASTRA J , MOKKA, ZAFIRA C;General Motors;;1;955,48;;;
212306205013110;Замок задней двери левый;General Motors;;1;210,18;852,15;746,19;255,02 
212306205013100;Замок задней двери левый с эл. приводом;General Motors;;6;102,33;275,5;241,24;135,75 
212306205012100;Замок задний двери правый с эл. приводом;General Motors;;6;103,59;481,65;421,76;307,16 
913709;Замок зажигания с ключом;General Motors;;1;655,75;;;
212306105012110;Замок передней двери правый;General Motors;;1;224,72;548,15;479,99;113,59 
212306105013100;Замок передней двери с приводом левый;General Motors;;2;135,20;;;
212306105012100;Замок передней двери с приводом правый;General Motors;;5;144,35;744,8;652,18;351,79 
13579522;Замок передней двери, а/м Круз, Орландо, Авео Т300, Малибу, Камаро;General Motors;;1;955,17;3798,1;3364,12;252,20 
212308217030000;Замок ремня безопасности, Нива;General Motors;;2;26,34;;;
RTR6204;Замок центральный;General Motors;;1;219,52;;;
NLZ3723021;Зашита картера Opel Mokka 1.8 бензинМКПП;General Motors;;1;246,61;;;
13588869;Защелка замка двери;General Motors;;1;622,71;2937,4;2601,77;317,82 
94534170;Защелка капота;General Motors;;1;43,01;133,95;117,29;172,72 
96831841;Зеркало заднего вида левое в сборе, а/м Круз;General Motors;47;1;1 061,41;3734,45;3307,75;211,64 
95948891;Зеркало заднего обзора в сборе;General Motors;;1;1 496,93;3014,35;2669,92;78,36 
4803472;Зеркало заднего обзора в сборе правое, а/м Антара;General Motors;;1;1 252,97;;;
1428528;Зеркало заднего обзора салонное а/м Астра J;General Motors;;1;1 573,91;;;
1428546;Зеркало салона заднего обзора;General Motors;;1;3 849,51;13425,4;12088,42;214,02 
95072673;Испаритель кондинционера;General Motors;;1;4 115,69;17919,85;16135,28;292,04 
1618419;Испаритель системы охлаждения;General Motors;;1;4 575,94;;;
96888473;Капот Авео;General Motors;;1;2 247,36;;;
1160050;Капот Астра J 3 дверной;General Motors;;1;2 738,75;28989,25;26102,33;853,08 
95494307;Капот Орландо;General Motors;;1;3 256,82;;;
96688485;Капот Спарк М300;General Motors;;1;1 803,77;10770,15;9697,59;437,63 
855448;Каталитический нейтролизатор выхлопных газов 2;General Motors;;1;5 168,77;;;
423705;Катушка зажигания а/м Тигра;General Motors;;1;558,32;;;
1588A141;Кислородный датчик первого положения;General Motors;;1;551,96;;;
96958412;Клапан регулировки холостого хода;General Motors;;2;773,52;3662,25;3243,79;319,36 
850351;Клапан системы рециркуляции электромагнитный;General Motors;;1;387,46;2409,2;2133,92;450,74 
807888;Клапан управления топливоиспар;General Motors;;1;2 372,10;;;
5138201;Кнопка ручки двери;General Motors;;1;20,43;;;
000155555702000;Коллектор выпускной с нейтрализ;General Motors;;2;3 467,71;;;
96626070;Колодки тормозные;General Motors;;1;1 259,18;6281,4;5609,39;345,48 
1605176;Колодки тормозные задние Астра J/Круз/Мокка/Орландо ИСПОЛЬЗОВАТЬ 1605296!!!(13300867, 13411380);General Motors;;1;712,74;;;
96394977;Колодки тормозные задние барабанные, а/м Реззо;General Motors;;1;568,98;1075,4;941,68;65,50 
1605056;Колодки тормозные задние Вектра А, Корса С;General Motors;;3;377,90;1460,15;1285,79;240,25 
4819239;Колодки тормозные задние Каптива, Антара 95459513;General Motors;;1;950,32;2689,45;2382,15;150,67 
1605356;Колодки тормозные задние, а/м Корса D;General Motors;;1;590,79;561,45;491,63;-16,78 
1605108;Колодки тормозные задние, а/м Корса D 3D;General Motors;;2;736,69;1960,8;1726,66;134,38 
1605042;Колодки тормозные задние, а/м Корса С;General Motors;;2;617,76;2062,45;1816,17;193,99 
PN34002;Колодки тормозные передние (1605232  1605186);General Motors;;2;585,36;;;
1605913;Колодки тормозные передние Фронтера, Монтерей.;General Motors;;1;1 020,68;4704,4;4189,5;310,46 
1605098;Колодки тормозные передние, а/м Астра Н/Зафира В;General Motors;;6;836,12;1428,8;1258,18;50,48 
1605177;Колодки тормозные передние, а/м Астра Н/Зафира В/Мерива 1605099;General Motors;;1;902,81;2337,95;2070,81;129,37 
1605202;Колодки тормозные передние, а/м Инсигния;General Motors;;3;662,34;1789,8;1576,08;137,95 
1605434;"Колодки тормозные передние, а/м Инсигния 17"", Астра gtc, Зафира С Tourer (1605186)1605232)";General Motors;;1;1 140,39;3777,2;3345,61;193,37 
1605100;"Колодки тормозные передние, а/м Инсигния 18""/Astra ОPC";General Motors;;2;2 424,96;;;
96626069;Колодки тормозные передние, а/м Каптива/Антара;General Motors;;1;1 092,87;3756,3;3327,1;204,44 
1605974;Колодки тормозные передние, а/м Корса С;General Motors;;3;472,32;1090,6;954,99;102,19 
1605964;Колодки тормозные передние, а/м Корса С/ Комбо;General Motors;;1;479,94;1692,9;1490,75;210,61 
13412810;Колодки тормозные передние, а/м Круз, Орландо, Мокка, Astra J (1605178);General Motors;;1;950,32;4142;3668,73;286,05 
212307909020302;Колонки акустические ALPINE SXE-13C2;General Motors;;3;630,78;1848,7;1627,94;158,08 
212307909020302;Колонки акустические ALPINE SXE-13C2;General Motors;;1;630,78;1848,7;1627,94;158,08 
6006255;Колпак колесного диска;General Motors;;1;245,41;1200,8;1057,41;330,87 
96994760;"Колпак колесного диска 16"" Круз (1006296 Астра Н)";General Motors;21;2;352,38;1344,25;1183,73;235,92 
6006257;Колпак колесного диска, а/м Астра Н;General Motors;;2;216,49;2867,1;2539,5;1073,04 
95459391;Колпак ступицы колеса Спарк М300;General Motors;;4;70,88;38;33,27;-53,06 
94535501;Кольцо уплотн. трубки системы охлаждения;General Motors;;8;5,25;7,6;6,65;26,71 
94535486;Кольцо уплотн. трубки системы охлаждения;General Motors;;4;5,25;7,6;6,65;26,71 
679622;Кольцо уплотн. шланга сцепления, а/м Астра Н;General Motors;;3;15,21;215,65;188,83;1141,88 
1850707;Кольцо уплотнительное;General Motors;;1;45,47;94,05;82,35;81,12 
061420390325571;Кольцо уплотнительное  коленвала;General Motors;;3;190,47;;;
5860146;Кольцо уплотнительное трубокомпрессора;General Motors;;1;192,01;;;
94525163;Кольцо упорное КПП;General Motors;;5;43,95;5,7;4,99;-88,65 
950802;Кольцо фиксации уплотнения на трубке/2;General Motors;;1;41,16;;;
NLZ5206220;Комплект защита картера и крепеж Нива;General Motors;;2;129,01;;;
95985982;Комплект накладок переднего бампера 2;General Motors;;1;308,07;49,4;43,25;-85,96 
95985979;Комплект накладок переднего бампера Авео Т300;General Motors;;1;334,95;70,3;61,55;-81,62 
1272067;Комплект щеток стеклоочистителя;General Motors;;1;592,99;2881,35;2552,12;330,38 
23333680;Кондиционер, Астра;General Motors;;1;5 107,99;18744,45;16877,76;230,42 
179978;Консоль передняя Мокка;General Motors;;1;963,54;;;
212301411020500;Контролёр BOSCH MЕ17.9.71;General Motors;;1;1 291,45;3831,35;3393,57;162,77 
13105950;Контрольно-испарительный клапан;General Motors;;1;634,15;3120,75;2764,17;335,89 
666078;Корзина сцепления Авео Т300;General Motors;;3;993,90;3460,85;3065,41;208,42 
666078;Корзина сцепления Авео Т300;General Motors;;1;993,90;3460,85;3065,41;208,42 
96878202;Корзина сцепления, а/м Круз;General Motors;;2;1 593,71;22829,45;20555,96;1189,82 
96845266;Короб порога пер пр часть;General Motors;;1;0,24;15723,45;14157,61;5958966,75 
212141006033000;Корпус подшипника распред вала;General Motors;;1;150,95;384,75;336,9;123,18 
OPLAD;Корректор педали Jetter OPL AD;General Motors;;1;1 102,38;;;
1612049;Корректор света фар, а/м Корса С;General Motors;;1;581,97;3669,85;3250,53;458,54 
168105;Крепеж;General Motors;;4;5,64;;;
1732171;Крепление  транспортное Зафира С для релингов (поперечены);General Motors;;2;1 225,42;4084,05;3617,4;195,20 
4801878;Крепления бампера;General Motors;;8;23,30;105,45;92,33;296,31 
1412015;Крепления для велосипеда (на зад! на OPEL);General Motors;;1;1 895,94;;;
1287991;Кронштейн;General Motors;;1;38,08;;;
1704012;Кронштейн бампера;General Motors;;1;102,84;;;
1404560;Кронштейн задн бамп левый, Астра;General Motors;;1;93,52;735,3;643,87;588,47 
1406496;Кронштейн задн. бампера нижн прав., Астра;General Motors;;1;22,05;;;
AVS01SB;Кронштейн зеркала;General Motors;;10;128,29;;;
13266388;Кронштейн КПП;General Motors;;1;0,24;660,25;578,15;243248,59 
212301109186000;Кронштейн крепл. корп возд фильтра, Нива;General Motors;;1;12,70;;;
1101042;Кронштейн крепления крыла прав., Астра;General Motors;;1;0,24;532;465,84;195976,29 
000017504597000;Кронштейн крепления передний;General Motors;;1;477,93;1157,1;1018,93;113,20 
1337826;Кронштейн крепления радиатора;General Motors;;1;0,24;;;
6110813;Кронштейн крыла переднего левого, а/м Зафира В;General Motors;;1;46,52;313,5;274,51;490,08 
6101459;Кронштейн крыла переднего левого, а/м Корса D;General Motors;;1;207,61;;;
95422590;Кронштейн кузова;General Motors;;1;113,96;464,55;406,78;256,96 
95480152;Кронштейн номерного знака;General Motors;;1;54,09;;;
1188003;Кронштейн номерного знака Мокка;General Motors;;1;141,61;;;
1100054;Кронштейн переднего крыла;General Motors;;1;35,20;;;
25182554;Кронштейн подвески двигателя;General Motors;;1;654,35;3464,65;3068,77;368,98 
1406235;Кронштейн прав. крепл спойлера задн бамп. Астра;General Motors;;1;0,24;;;
212301804021000;Кронштейн рычага управления РК;General Motors;;1;16,92;;;
13372780;Кронштейн тормозного суппорта;General Motors;;2;1 591,66;3137,85;2779,31;74,62 
1404337;Кронштейн угловой заднего бампера, OPC;General Motors;;1;127,00;715,35;626,4;393,21 
42372137;Крыло переднее левое 42372137;General Motors;;1;1 471,91;5985,95;5345,55;263,17 
96888470;Крыло переднее левое Авео Т250;General Motors;;1;1 065,05;2987,75;2646,36;148,47 
96476684;Крыло переднее правое Авео 2006-2008;General Motors;;1;1 056,24;17366,95;15637,44;1380,49 
96888471;Крыло переднее правое Авео Т250;General Motors;;1;1 065,05;;;
52026342;Крыло переднее правое Кобальт;General Motors;;1;1 294,42;6206,35;5542,37;328,17 
95977325;Крыло переднее правое Спарк;General Motors;;2;1 095,59;3289,85;2913,95;165,97 
1405499;Крышка буксирной серьги;General Motors;;2;82,08;510,15;446,71;444,21 
1405122;Крышка буксировочной серьги;General Motors;;1;76,79;;;
95948444;Крышка буксировочной серьги;General Motors;;1;6,41;48,45;42,42;561,29 
212303402050550;Крышка выключателя звукового сигнала;General Motors;;1;91,04;2259,1;2000,97;2097,88 
212302301014100;Крышка картера переднего моста нижняя;General Motors;;1;152,02;1095,35;959,15;530,92 
95093330;Крышка монтажная ремня безопасности;General Motors;;1;62,58;136,8;119,78;91,40 
95093331;Крышка монтажная ремня безопасности;General Motors;;1;121,68;26,6;23,29;-80,86 
164390;Крышка панели домкрата;General Motors;;1;603,49;;;
164391;Крышка панели домкрата;General Motors;;1;603,49;;;
164389;Крышка панели домкрата;General Motors;;1;603,49;;;
1401028;Крышка против ниж лев., Астра;General Motors;;1;46,18;744,8;652,18;1312,23 
13263328;К-т прокладок системы вентиляции;General Motors;;1;465,14;2411,1;2135,6;359,13 
1781;Лампа;General Motors;;7;16,16;;;
13503414;Лампа (H1) дальний свет   Авео Т300 (94535541);General Motors;;3;83,08;147,25;128,94;55,20 
